"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","06:00:00#06:30:00","495"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","06:30:00#07:00:00","1214"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","07:00:00#07:30:00","1603"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","07:30:00#08:00:00","1984"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","08:00:00#08:30:00","2683"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","08:30:00#09:00:00","3294"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","09:00:00#09:30:00","3170"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","09:30:00#10:00:00","3396"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","10:00:00#10:30:00","3569"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","10:30:00#11:00:00","3527"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","11:00:00#11:30:00","3254"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","11:30:00#12:00:00","3457"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","12:00:00#12:30:00","3511"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","12:30:00#13:00:00","3310"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","13:00:00#13:30:00","3584"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","13:30:00#14:00:00","3323"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","14:00:00#14:30:00","3380"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","14:30:00#15:00:00","3059"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","15:00:00#15:30:00","2597"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","15:30:00#16:00:00","1861"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","06:00:00#06:30:00","72"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","06:30:00#07:00:00","313"
